model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state,PAINT JOB,DRIVE TRAIN
Model 3,2017,8952,41900,"Available to view in Rogers, MN",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$673 /mo,93311,All Black Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,4208,42000,"Jacksonville, FL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$674 /mo,93311,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,7949,43900,"Elk Grove Village, IL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$709 /mo,93311,All Black Premium Interior,IL,Solid Black,100D AWD-Long Range
Model 3,2017,15960,46700,"RENTON, WA",Model 3 Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Überturbine Wheels,$759 /mo,93311,All Black Premium Interior,WA,Midnight Silver,100D AWD-Long Range
Model 3,2017,8952,41900,"Available to view in Rogers, MN",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$673 /mo,95403,All Black Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,4208,42000,"Jacksonville, FL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$674 /mo,95403,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,7949,43900,"Elk Grove Village, IL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$709 /mo,95403,All Black Premium Interior,IL,Solid Black,100D AWD-Long Range
Model 3,2017,15960,46700,"RENTON, WA",Model 3 Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Überturbine Wheels,$759 /mo,95403,All Black Premium Interior,WA,Midnight Silver,100D AWD-Long Range
Model Y,2020,29166,36600,"Available to view in Nesconset, NY",Model Y Standard Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$577 /mo,85251,All Black Premium Interior,NY,Pearl White,100D AWD-Long Range
Model Y,2020,24396,43400,"DENVER, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$700 /mo,85251,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,21739,44000,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$710 /mo,85251,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,13561,44900,"Loveland, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$727 /mo,85251,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,32852,45400,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$736 /mo,85251,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,31077,46700,"Paramus, NJ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$759 /mo,85251,All Black Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model Y,2020,11812,46800,"Available to view in Lisle, IL",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$761 /mo,85251,All Black Premium Interior,IL,Pearl White,100D AWD-Long Range
Model Y,2020,29166,36600,"Available to view in Nesconset, NY",Model Y Standard Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$577 /mo,85254,All Black Premium Interior,NY,Pearl White,100D AWD-Long Range
Model Y,2020,24396,43400,"DENVER, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$700 /mo,85254,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,21739,44000,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$710 /mo,85254,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,13561,44900,"Loveland, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$727 /mo,85254,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,32852,45400,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$736 /mo,85254,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,31077,46700,"Paramus, NJ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$759 /mo,85254,All Black Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model Y,2020,11812,46800,"Available to view in Lisle, IL",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$761 /mo,85254,All Black Premium Interior,IL,Pearl White,100D AWD-Long Range
Model Y,2020,29166,36600,"Available to view in Nesconset, NY",Model Y Standard Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$577 /mo,85260,All Black Premium Interior,NY,Pearl White,100D AWD-Long Range
Model Y,2020,24396,43400,"DENVER, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$700 /mo,85260,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,21739,44000,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$710 /mo,85260,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,13561,44900,"Loveland, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$727 /mo,85260,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,32852,45400,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$736 /mo,85260,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,31077,46700,"Paramus, NJ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$759 /mo,85260,All Black Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model Y,2020,11812,46800,"Available to view in Lisle, IL",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$761 /mo,85260,All Black Premium Interior,IL,Pearl White,100D AWD-Long Range
Model Y,2020,29166,36600,"Available to view in Nesconset, NY",Model Y Standard Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$577 /mo,85305,All Black Premium Interior,NY,Pearl White,100D AWD-Long Range
Model Y,2020,24396,43400,"DENVER, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$700 /mo,85305,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,21739,44000,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$710 /mo,85305,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,13561,44900,"Loveland, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$727 /mo,85305,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,32852,45400,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$736 /mo,85305,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,31077,46700,"Paramus, NJ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$759 /mo,85305,All Black Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model Y,2020,11812,46800,"Available to view in Lisle, IL",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$761 /mo,85305,All Black Premium Interior,IL,Pearl White,100D AWD-Long Range
Model Y,2020,29166,36600,"Available to view in Nesconset, NY",Model Y Standard Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$577 /mo,85704,All Black Premium Interior,NY,Pearl White,100D AWD-Long Range
Model Y,2020,24396,43400,"DENVER, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$700 /mo,85704,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,21739,44000,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$710 /mo,85704,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,13561,44900,"Loveland, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$727 /mo,85704,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,32852,45400,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$736 /mo,85704,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,31077,46700,"Paramus, NJ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$759 /mo,85704,All Black Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model Y,2020,11812,46800,"Available to view in Lisle, IL",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$761 /mo,85704,All Black Premium Interior,IL,Pearl White,100D AWD-Long Range
Model Y,2020,29166,36600,"Available to view in Nesconset, NY",Model Y Standard Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$577 /mo,91801,All Black Premium Interior,NY,Pearl White,100D AWD-Long Range
Model Y,2020,24396,43400,"DENVER, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$700 /mo,91801,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,21739,44000,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$710 /mo,91801,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,13561,44900,"Loveland, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$727 /mo,91801,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,32852,45400,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$736 /mo,91801,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,31077,46700,"Paramus, NJ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$759 /mo,91801,All Black Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model Y,2020,11812,46800,"Available to view in Lisle, IL",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$761 /mo,91801,All Black Premium Interior,IL,Pearl White,100D AWD-Long Range
Model Y,2020,29166,36600,"Available to view in Nesconset, NY",Model Y Standard Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$577 /mo,93311,All Black Premium Interior,NY,Pearl White,100D AWD-Long Range
Model Y,2020,24396,43400,"DENVER, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$700 /mo,93311,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,21739,44000,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$710 /mo,93311,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,13561,44900,"Loveland, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$727 /mo,93311,All Black Premium Interior,CO,Pearl White,100D AWD-Long Range
Model Y,2020,32852,45400,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$736 /mo,93311,All Black Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,31077,46700,"Paramus, NJ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$759 /mo,93311,All Black Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model Y,2020,11812,46800,"Available to view in Lisle, IL",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$761 /mo,93311,All Black Premium Interior,IL,Pearl White,100D AWD-Long Range
Model Y,2020,8134,48300,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$788 /mo,85209,All Black Premium Interior,MN,Pearl White,100D AWD-Long Range
Model Y,2020,5430,49200,"Available to view in Matthews, NC",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$804 /mo,85209,All Black Premium Interior,NC,Pearl White,100D AWD-Long Range
Model Y,2020,8134,48300,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$788 /mo,85254,All Black Premium Interior,MN,Pearl White,100D AWD-Long Range
Model Y,2020,5430,49200,"Available to view in Matthews, NC",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$804 /mo,85254,All Black Premium Interior,NC,Pearl White,100D AWD-Long Range
Model Y,2020,8134,48300,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$788 /mo,85260,All Black Premium Interior,MN,Pearl White,100D AWD-Long Range
Model Y,2020,5430,49200,"Available to view in Matthews, NC",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$804 /mo,85260,All Black Premium Interior,NC,Pearl White,100D AWD-Long Range
Model Y,2020,8134,48300,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$788 /mo,85281,All Black Premium Interior,MN,Pearl White,100D AWD-Long Range
Model Y,2020,5430,49200,"Available to view in Matthews, NC",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$804 /mo,85281,All Black Premium Interior,NC,Pearl White,100D AWD-Long Range
Model Y,2020,8134,48300,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$788 /mo,85305,All Black Premium Interior,MN,Pearl White,100D AWD-Long Range
Model Y,2020,5430,49200,"Available to view in Matthews, NC",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$804 /mo,85305,All Black Premium Interior,NC,Pearl White,100D AWD-Long Range
Model Y,2020,8134,48300,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$788 /mo,85704,All Black Premium Interior,MN,Pearl White,100D AWD-Long Range
Model Y,2020,5430,49200,"Available to view in Matthews, NC",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$804 /mo,85704,All Black Premium Interior,NC,Pearl White,100D AWD-Long Range
Model Y,2020,18065,47400,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$772 /mo,93311,All Black Premium Interior,MN,Pearl White,100D AWD-Long Range
Model Y,2020,5430,49200,"Available to view in Matthews, NC",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$804 /mo,93311,All Black Premium Interior,NC,Pearl White,100D AWD-Long Range
Model Y,2020,8134,48300,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$788 /mo,95403,All Black Premium Interior,MN,Pearl White,100D AWD-Long Range
