model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state,PAINT JOB,DRIVE TRAIN
Model Y,2020,20043,49700,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$813 /mo,93311,Black and White Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model Y,2020,10234,49800,"Orlando, FL",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,20’’ Induction Wheels,$815 /mo,93311,Black and White Premium Interior,FL,Solid Black,100D AWD-Long Range
Model 3,2017,28835,28900,"RENTON, WA",Model 3 Mid Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$439 /mo,93311,Black and White Premium Interior,WA,Deep Blue,100D AWD-Long Range
Model 3,2017,23668,31800,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$491 /mo,85209,Black and White Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85209,Black and White Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85251,Black and White Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85254,Black and White Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85260,Black and White Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85281,Black and White Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85305,Black and White Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,22994,30200,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$462 /mo,85305,Black and White Partial Premium Interior,FL,Pearl White,100D AWD-Long Range
Model 3,2017,35496,30400,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$466 /mo,85305,Black and White Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,27784,30800,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85305,Black and White Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,26859,30900,"Available to view in Rogers, MN",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$475 /mo,85305,Black and White Partial Premium Interior,MN,Pearl White,100D AWD-Long Range
Model 3,2017,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85704,Black and White Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,22994,30200,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$462 /mo,95403,Black and White Partial Premium Interior,FL,Pearl White,100D AWD-Long Range
Model 3,2017,35496,30400,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$466 /mo,95403,Black and White Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,27784,30800,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,95403,Black and White Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,26859,30900,"Available to view in Rogers, MN",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$475 /mo,95403,Black and White Partial Premium Interior,MN,Pearl White,100D AWD-Long Range
Model 3,2017,16382,29900,"Available to view in Fayetteville, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$457 /mo,85305,All Black Partial Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model 3,2017,16382,29900,"Available to view in Fayetteville, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$457 /mo,95403,All Black Partial Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model 3,2017,1036,38600,"Franklin, TN",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$613 /mo,85209,All Black Partial Premium Interior,TN,Red,100D AWD-Long Range
Model 3,2017,1036,38600,"Franklin, TN",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$613 /mo,85251,All Black Partial Premium Interior,TN,Red,100D AWD-Long Range
Model 3,2017,1036,38600,"Franklin, TN",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$613 /mo,85260,All Black Partial Premium Interior,TN,Red,100D AWD-Long Range
Model 3,2017,1036,38600,"Franklin, TN",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$613 /mo,85305,All Black Partial Premium Interior,TN,Red,100D AWD-Long Range
Model 3,2017,1036,38600,"Franklin, TN",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$613 /mo,85704,All Black Partial Premium Interior,TN,Red,100D AWD-Long Range
Model 3,2017,1036,38600,"Franklin, TN",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$613 /mo,91301,All Black Partial Premium Interior,TN,Red,100D AWD-Long Range
Model 3,2017,1036,38600,"Franklin, TN",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$613 /mo,91801,All Black Partial Premium Interior,TN,Red,100D AWD-Long Range
Model 3,2017,1036,38600,"Franklin, TN",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$613 /mo,93311,All Black Partial Premium Interior,TN,Red,100D AWD-Long Range
Model 3,2017,1036,38600,"Franklin, TN",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$613 /mo,95403,All Black Partial Premium Interior,TN,Red,100D AWD-Long Range
Model 3,2017,2013,36000,"Paramus, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$567 /mo,85209,All Black Partial Premium Interior,NJ,Midnight Silver,100D AWD-Long Range
Model 3,2017,3007,36900,"Lawrence Township, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$583 /mo,85209,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,131,38800,"Rockville, MD",Model 3 Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$617 /mo,85209,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,2013,36000,"Paramus, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$567 /mo,85251,All Black Partial Premium Interior,NJ,Midnight Silver,100D AWD-Long Range
Model 3,2017,3007,36900,"Lawrence Township, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$583 /mo,85251,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,131,38800,"Rockville, MD",Model 3 Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$617 /mo,85251,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,2013,36000,"Paramus, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$567 /mo,85260,All Black Partial Premium Interior,NJ,Midnight Silver,100D AWD-Long Range
Model 3,2017,3007,36900,"Lawrence Township, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$583 /mo,85260,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,131,38800,"Rockville, MD",Model 3 Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$617 /mo,85260,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,2013,36000,"Paramus, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$567 /mo,85305,All Black Partial Premium Interior,NJ,Midnight Silver,100D AWD-Long Range
Model 3,2017,3007,36900,"Lawrence Township, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$583 /mo,85305,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,131,38800,"Rockville, MD",Model 3 Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$617 /mo,85305,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,2013,36000,"Paramus, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$567 /mo,85704,All Black Partial Premium Interior,NJ,Midnight Silver,100D AWD-Long Range
Model 3,2017,3007,36900,"Lawrence Township, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$583 /mo,85704,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,131,38800,"Rockville, MD",Model 3 Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$617 /mo,85704,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,2013,36000,"Paramus, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$567 /mo,91301,All Black Partial Premium Interior,NJ,Midnight Silver,100D AWD-Long Range
Model 3,2017,3007,36900,"Lawrence Township, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$583 /mo,91301,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,131,38800,"Rockville, MD",Model 3 Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$617 /mo,91301,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,2013,36000,"Paramus, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$567 /mo,91801,All Black Partial Premium Interior,NJ,Midnight Silver,100D AWD-Long Range
Model 3,2017,3007,36900,"Lawrence Township, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$583 /mo,91801,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,131,38800,"Rockville, MD",Model 3 Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$617 /mo,91801,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,2013,36000,"Paramus, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$567 /mo,93311,All Black Partial Premium Interior,NJ,Midnight Silver,100D AWD-Long Range
Model 3,2017,3007,36900,"Lawrence Township, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$583 /mo,93311,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,131,38800,"Rockville, MD",Model 3 Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$617 /mo,93311,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,2013,36000,"Paramus, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$567 /mo,95403,All Black Partial Premium Interior,NJ,Midnight Silver,100D AWD-Long Range
Model 3,2017,3007,36900,"Lawrence Township, NJ",Model 3 Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$583 /mo,95403,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,131,38800,"Rockville, MD",Model 3 Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$617 /mo,95403,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,48265,27200,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$408 /mo,85209,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,29902,28200,"RENTON, WA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$426 /mo,85209,All Black Partial Premium Interior,WA,Pearl White,100D AWD-Long Range
Model 3,2017,45398,28800,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$437 /mo,85209,All Black Partial Premium Interior,MD,Deep Blue,100D AWD-Long Range
Model 3,2017,29113,29500,"Jacksonville, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,18’’ Aero Wheels,$450 /mo,85209,All Black Partial Premium Interior,FL,Red,100D AWD-Long Range
Model 3,2017,35446,29800,"Available to view in Rogers, MN",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$455 /mo,85209,All Black Partial Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,29257,29800,"Available to view in RENTON, WA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,18’’ Aero Wheels,$455 /mo,85209,All Black Partial Premium Interior,WA,Red,100D AWD-Long Range
Model 3,2017,38181,30100,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$460 /mo,85209,All Black Partial Premium Interior,MD,Deep Blue,100D AWD-Long Range
Model 3,2017,16757,30600,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$469 /mo,85209,All Black Partial Premium Interior,MD,Solid Black,100D AWD-Long Range
Model 3,2017,28665,31800,"Norwell, MA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$491 /mo,85209,All Black Partial Premium Interior,MA,Pearl White,100D AWD-Long Range
Model 3,2017,27258,32100,"CHERRY HILL, NJ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$496 /mo,85209,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85209,All Black Partial Premium Interior,AZ,Midnight Silver,100D AWD-Long Range
Model 3,2017,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85209,All Black Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85251,All Black Partial Premium Interior,AZ,Midnight Silver,100D AWD-Long Range
Model 3,2017,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85251,All Black Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85254,All Black Partial Premium Interior,AZ,Midnight Silver,100D AWD-Long Range
Model 3,2017,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85254,All Black Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85260,All Black Partial Premium Interior,AZ,Midnight Silver,100D AWD-Long Range
Model 3,2017,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85260,All Black Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85281,All Black Partial Premium Interior,AZ,Midnight Silver,100D AWD-Long Range
Model 3,2017,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85281,All Black Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85305,All Black Partial Premium Interior,AZ,Midnight Silver,100D AWD-Long Range
Model 3,2017,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85305,All Black Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,38051,27300,"Silver Spring, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$410 /mo,85305,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,42685,27400,"Available to view in Kennesaw, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$412 /mo,85305,All Black Partial Premium Interior,GA,Pearl White,100D AWD-Long Range
Model 3,2017,34247,27800,"Libertyville, IL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$419 /mo,85305,All Black Partial Premium Interior,IL,Pearl White,100D AWD-Long Range
Model 3,2017,40657,28600,"Available to view in Rogers, MN",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$433 /mo,85305,All Black Partial Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,44226,28800,"Available to view in Roswell, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$437 /mo,85305,All Black Partial Premium Interior,GA,Solid Black,100D AWD-Long Range
Model 3,2017,41166,28800,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$437 /mo,85305,All Black Partial Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,47857,29000,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$441 /mo,85305,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,43255,29300,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$446 /mo,85305,All Black Partial Premium Interior,FL,Solid Black,100D AWD-Long Range
Model 3,2017,37611,29300,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$446 /mo,85305,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,30042,29300,"Available to view in Lawrence Township, NJ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$446 /mo,85305,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,24532,29400,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$448 /mo,85305,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,48206,29400,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$448 /mo,85305,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,26533,29800,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$455 /mo,85305,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,36116,30300,"Franklin, TN",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,85305,All Black Partial Premium Interior,TN,Pearl White,100D AWD-Long Range
Model 3,2017,27699,30800,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$473 /mo,85305,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,27832,31000,"Savannah, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$477 /mo,85305,All Black Partial Premium Interior,GA,Pearl White,100D AWD-Long Range
Model 3,2017,30086,31100,"Paramus, NJ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$478 /mo,85305,All Black Partial Premium Interior,NJ,Midnight Silver,100D AWD-Long Range
Model 3,2017,30215,31100,"Available to view in Kennesaw, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,18’’ Aero Wheels,$478 /mo,85305,All Black Partial Premium Interior,GA,Red,100D AWD-Long Range
Model 3,2017,4829,31100,"Elk Grove Village, IL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$478 /mo,85305,All Black Partial Premium Interior,IL,Pearl White,100D AWD-Long Range
Model 3,2017,17484,31400,"Paramus, NJ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$484 /mo,85305,All Black Partial Premium Interior,NJ,Solid Black,100D AWD-Long Range
Model 3,2017,28419,31400,"Available to view in Lisle, IL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$484 /mo,85305,All Black Partial Premium Interior,IL,Deep Blue,100D AWD-Long Range
Model 3,2017,27650,31500,"Silver Spring, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$486 /mo,85305,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
